_id,author,date,section,sub_title,text,title,url
106,Diario do Centro do Mundo,2019-04-03T09:01:48+00:00,Religião,N/A,"Não é a primeira vez que líderes evangélicos apoiam o fascismo. Dentre os 17 mil pastores evangélicos que havia na Alemanha, nem 1% se negou a apoiar o regime nazista. Protestantes ouviram seus líderes insistindo que cooperassem com Hitler.,A primeira maioria absoluta conseguida pelo Partido Nazista nas eleições estaduais aconteceu em 1932 em Oldemburgo, um distrito em que 75% da população eram protestantes. Nacionalismo, anti-comunismo e ressentimentos contra a comunidade internacional devido a tratados punitivos durante a Primeira Guerra Mundial também influenciaram as decisões dos protestantes e católicos.,A vasta maioria dos que elegeram Hitler eram Evangélicos. Luteranos, batistas e outros movimentos chamados “cristãos” liderados por clérigos (pastores, reverendos, diáconos) que só foram ver a tolice que tinham feito quando suas mãos já estavam sujas de sangue de judeu.,De acordo com o Censo de 1934, os evangélicos ou protestantes foram na realidade os principais responsáveis pelo sucesso na eleição de Hitler. Pastores e Reverendos elogiaram o desempenho do Governo de Hitler “pelo papel desempenhado a favor das crianças e dos desempregados, pela atual administração [nacional socialista]”. Na Alemanha as igrejas protestantes luteranas e reformadas apoiaram e foram cúmplices do nazismo.,Adolf Hitler disse que “Por meu intermédio, a igreja Protestante poderia tornar-se a igreja oficial, como na Inglaterra“. O líder batista F. Fullbrandt fez grandes elogios a Hitler e ao nazismo. Ele disse que “ninguém se opôs ao dilúvio da descrença que ameaçava o bem estar da Europa e de todo Ocidente igual a Hitler e os apoiadores do Nazismo” (BWA, 1934).,Afirmou também que Hitler ao lidar com o Bolchevismo (COMUNISMO) deu um belo exemplo que “envergonhou as igrejas”, e que “Hitler fez o que a Igreja deveria ter feito a muito tempo”(BWA, 1934).,Observe o caso do Pastor Batista John W. Bradbury, de Boston, Massachusetts. Após voltar da reunião feita pelos Batistas na Alemanha, ele disse que era um prazer ter ido a uma terra onde livros de sexo e filmes imorais não eram assistidos. Com uma satisfação óbvia, ele escreveu:,“A nova Alemanha queimou montanhas de revistas corrompidas e fizeram fogueiras com livrarias [compostas] de livros comunistas e judeus… A nova Alemanha é de mentalidade séria. Seria bom que todas as outras nações também agissem com seriedade. Noventa por cento das pessoas estão seguindo Hitler. Viajei por muitas cidades e não ouvi uma nota de jazz sequer!” (Watchman-Examiner XXII 37 ,13 de Setembro de 1934).,Foi então que surgiu a Igreja Confessional ou Confessante, liderada por pastores tais como Martin Niemöller (que não era da Igreja Batista, mas luterano) e Heinrich Grüber, que foram posteriormente levados a campos de concentração por não apoiarem o regime nazista.,O fato é que poucos foram corajosos o suficiente para denunciar o nazismo. Em 1934 a Declaração Teológica de Barmen, escrita primariamente por Karl Barth com o apoio de outros pastores reafirmava que a Igreja Protestante Alemã não era um órgão do Estado, com o propósito de reforçar o nazismo, mas um grupo sujeito apenas a Jesus Cristo e seu Evangelho.,A Igreja Confessional teve seus bens confiscados, bem como a prisão de diversos de seus pastores, assim como outras medidas tomadas pelos nazistas, acarretando no fechamento da igreja.","Os evangélicos garantiram a vitória de Hitler na Alemanha. Por Hermes Fernandes, pastor",https://www.diariodocentrodomundo.com.br/os-evangelicos-garantiram-a-vitoria-de-hitler-na-alemanha-por-hermes-fernandes-pastor/
107,Pedro Zambarda de Araujo,2019-03-29T20:58:25+00:00,Destaques,N/A,,Essencial do DCM - Mídia europeia condena comemoração do golpe ordenada por Bolsonaro,https://www.diariodocentrodomundo.com.br/essencial-do-dcm-midia-europeia-condena-comemoracao-do-golpe-ordenada-por-bolsonaro/
108,Diario do Centro do Mundo,2019-03-27T14:09:46+00:00,N/A,N/A,"Desfaçatez deles é inacreditável!, diz que não houve golpe, que não houve ditadura. Só falta dizer que o AI-5 foi um ato democrático., . Eles querem falsificar a história, mas não deixaremos. ,— Ivan Valente (@IvanValente) ",VÍDEO: Ernesto Araújo diz que não houve Golpe em 64 e que movimento evitou a ditadura,https://www.diariodocentrodomundo.com.br/video-ernesto-araujo-diz-que-nao-houve-golpe-em-64-e-que-movimento-evitou-a-ditadura/
109,Joaquim de Carvalho,2019-03-30T23:02:33+00:00,analise,N/A,"Ecoando o youtuber Olavo de Carvalho, o chanceler Ernesto Araújo insiste que o nazismo era de esquerda, uma variação do regime socialista ou comunista.,Se ele assistir ao filme ,, de Joachim C. Fest e Christian Herrendoerfer, considerado o mais completo sobre a ascensão do líder do nazismo, verá que Hitler chegou ao poder com seus seguidores matando e encarcerando, primeiramente, os comunistas, depois os social-democratas e, por fim, os judeus, pessoas que ele odiava.,A referência ao ódio de Hitler à esquerda está aos 38 minutos e 24 segundos do documentário.,A questão estaria resolvida se o chanceler visse o vídeo ou lesse textos sobre a origem do nazismo.,O problema é que Ernesto Araújo não busca a razão. Ele se mostra não como um homem da ciência, mas da crença.,Em tempos de internet, está alinhado ao comportamento do público em geral: a razão não é nem um critério secundário.,Simplesmente, ela não é levada em conta.,O que importa é se a ideia expressa tem seguidores, compartilhamentos.,Dizer que o nazismo era de esquerda seria o mesmo que afirmar que a Terra é plana ou que a vacina não tem efeito. Não tem lógica, mas o que importa?,Milhões de pessoas se conectam através do YouTube ou do Facebook em torno dessas ideias. E um indivíduo reforça o outro, e juntos tendem a rejeitar qualquer argumento que lhes contrarie.,Afinal, partem do pressuposto de que há uma mão invisível que conspira para enganar a todos. Em que acreditar?,E geral, acreditam apenas naquele ou naquilo que confirma suas crenças.,Opiniões contrárias são de inimigos que precisam ser combatidos e até exterminados, a menos que passem a concordar eles.,Dizer que o nazismo e o fascismo são fenômenos de esquerda é fraude, apontam os especialistas do mundo todo.,Mas, para o chanceler não é, e daí?,Ele dá sinais de que não se incomoda, não se constrange. E reafirma o que disse em seu blog, que ele considera depositário da verdade absoluta.,Para ele, é como se historiadores não tivessem o mesmo peso que suas crenças.,O sociólogo Josep Lobera, em entrevista concedida ao El País sobre os “fenômenos pseudocientíficos”, teorizou sobre esse comportamento.,Ele disse que defender que a Terra é plana (e o nazismo é de esquerda) decorre de  um certo narcisismo.,Afinal, esta é a era da incerteza, e o que vale é a defesa da opinião própria acima de tudo e o desprezo pelos argumentos contrários.,Não bagunce a ordem que dei as coisas incertas, imaginam pessoas como Ernesto Araújo.,A ciência, que é o conhecimento provado, está à disposição dele, informações objetivas como as do documentário “Hitler – Uma Carreira” podem ser acessadas.,Mas Ernesto Araújo vai rejeitá-las.,Se fosse um colegial em busca de um lugar seguro no mundo incerto, não faria mal a ninguém mais do que a ele próprio. Mas, quando se trata de um chanceler, o caso é grave, e é um problema de Estado.,Ernesto Araújo não fala apenas por ele próprio, mas pelo Brasil. E orienta a equipe que tem sob sua responsabilidade negócios de Estado.,Se encara os complexos assuntos do mundo como um fanático, o Brasil terá grandes dificuldades pela frente.,Por isso, sem ressalvas, não é exagero considerá-lo o pior chanceler do mundo.","O poder da crença e o narcisismo na vida de Ernesto Araújo, o pior chanceler do mundo. Por Joaquim de Carvalho",https://www.diariodocentrodomundo.com.br/o-poder-da-crenca-e-o-narcisismo-na-vida-de-ernesto-araujo-o-pior-chanceler-do-mundo-por-joaquim-de-carvalho/
110,Diario do Centro do Mundo,2019-04-03T14:27:42+00:00,Destaques,N/A,"Leandro Quirino da Silva era um dos líderes do Movimento Direita Pernambuco.,Ele foi preso no Recife suspeito de estelionato.,Leandro, que é motorista de aplicativo de transporte, é acusado de fraudar dados de empresas na internet para solicitar e receber por viagens que não realizava.,Leandro já tem algumas passagens pela polícia. Ele tem 31 anos.,Para realizar tal façanha, utilizava cartões de motoristas que são cadastrados no aplicativo.,Segundo a polícia, outros motoristas também fazem parte do grupo de estelionatários liderado por Leandro e podem ser indiciados, mesmo estando em liberdade.,Leandro foi preso na Região Metropolitana do Recife.,Ainda de acordo com a polícia, o trabalho fajuto não era feito sozinho e contava com a ajuda de uma pessoa que era o “cabeça” que vem atuando em todo o país.,O prejuízo causado por Leandro às empresas chega a quase R$ 40 mil reais (mensais).,A história foi contada na TV Clube, afiliada da Record. Confira:,****","Bolsonarista fundador do Direita Pernambuco é preso, acusado de estelionato e golpes usando aplicativo de transporte",https://www.diariodocentrodomundo.com.br/bolsonarista-fundador-do-direita-pernambuco-e-preso-acusado-de-estelionato-e-golpes-usando-aplicativo-de-transporte/
111,Diario do Centro do Mundo,2019-03-25T23:47:59+00:00,Destaques,N/A,"Todas as noites cruzo o centro de São Paulo a partir da rua Xavier de Toledo até próximo à passagem Tom Jobim na junção do Vale do Anhangabaú com o bairro da Luz.,A penumbra que persiste no local é assustadora.,Em parte deste caminho, em frente ao Teatro Municipal, foram captadas imagens para o filme “Ensaio sobre a cegueira” do paulistano Fernando Meirelles baseado na obra de José Saramago.,Está tudo muito sujo e feio.,Quem viu o longa de Meirelles sabe o que estou querendo dizer: parece que a imagem da sujeira criada para o cenário se congelou naquele espaço.,A passagem subterrânea ao lado do antigo Mappin virou um mictório a céu aberto.,Não se trata de propagar ideias higienistas, mas tentar entender como a atual administração desistiu da cidade em tão pouco tempo.,Nas calçadas do entorno do Teatro Municipal, moradores de rua se amontoam e se encolhem entre animais de estimação e ratos na tentativa de dormirem para prosseguir a jornada do próximo dia diante dos olhos de uma civilização que os esqueceu, que os abortou do convívio social.,Não há política pública que os abarque, que ofereça a eles um mínimo de dignidade.,Os telefones públicos estão destruídos, envelopados com propagandas de programas de serviços sexuais. Na esquina da avenida São Joao um bar acorrenta mesas e cadeiras na calçada para não serem furtadas.,O Ponto Chic, diferentemente do que acontecia há uma década, está fechado neste horário – não tem mais os famosos lanches Bauru e o Rococó.,Mesmo diante de tudo isso o prefeito teve a ousadia de dar duas notícias intrigantes aos paulistanos: o aumento dos salários de seus secretários e a transformação do elevado Joao Goulart, o famoso Minhocão, em parque de eficácia duvidosa.,Ao final da caminhada de aproximadamente 300 metros, já nas proximidades da passagem Tom Jobim, a escuridão permanece ao som de máquinas de músicas vindo de bares sombrios que cortam o silencio soturno e a tristeza em que se transformou São Paulo.,A epidemia chamada “Cegueira branca” do filme de Meirelles parece ter penetrado no prefeito Bruno Covas e em todo o estafe da administração municipal.,Resta saber, como no filme, qual a única pessoa que terá o dom da visão neste cenário de decadência e destruição gradual da cidade.,o",A cegueira branca de Bruno Covas. Por Mário Cortes,https://www.diariodocentrodomundo.com.br/a-cegueira-branca-de-bruno-covas-por-mario-cortes/
112,Pedro Zambarda de Araujo,2019-03-29T20:01:32+00:00,N/A,N/A,Apoie o trabalho do Jota Camelo em ,"Não houve ditadura, só houve alguns probleminhas. Por Jota Camelo",https://www.diariodocentrodomundo.com.br/nao-houve-ditadura-so-houve-alguns-probleminhas-por-jota-camelo/
113,Diario do Centro do Mundo,2019-03-31T14:43:35+00:00,Brasil,N/A,"
,
,
,
,
,
,
,
,
,
,
,
,
,
,Não podia deixar passar 31 de Março de 1964 – embora o golpe tenha vindo de fato no Dia da Mentira, 1º de abril – especialmente neste momento em que as vivandeiras alvoroçadas, para usar uma expressão do ditador marechal Humberto Castello Branco, querem voltar  a comemorar a data. Que é mais ou menos como fazer um batizado no Dia dos Mortos. E o Dia dos Fiéis Defuntos virou o Dia de Todos os Santos. Hoje visto preto, mas poderia vestir uma alegre camisa havaiana. O escracho seria o mesmo. Por que não havia nada mais previsível que o presidente que nega os 21 anos de ditadura, que pisa sobre os corpos dos mortos e desaparecidos políticos, que acende velas para torturadores – carrascos do choque elétrico, pau-de-arara e afogamento -, tentasse transformar   o 31 de Março no novo 7 de Setembro. É o raciocínio de um lunático. E a estratégia de um homem que, num , histórico, saltou de um mandato vazio para o cargo mais importante da República e agora cava com palavras e ações seu próprio desterro, numa cova da história – o que tardará menos do que esperam os salteadores dos sonhos do povo.,Jair Bolsonaro nem está no Brasil, com sua camisa verde e amarela – como cada vez em menor número são os bolsominions de raiz, raça em extinção atingida por uma epidemia coletiva de vergonha. Já que autocrítica é vacina em falta. Está em Israel namorando Benjamin Netanyahu, tripudiando sobre o sangue palestino e árabe, numa verdadeira violação da lei internacional, como tripudia sobre o dos brasileiros que lutaram contra a ditadura. A Palestina é o novo Araguaia. Tanques israelenses atacaram bases militares do Hamas na noite deste sábado. Sirenes dispararem no sul de Israel. Que simbologia para esse 31 de março, do Congresso sitiado por tanques, dos políticos cassados, dos artistas exilados, dos livros queimados, jogando fumaça negra para os porões que se abririam, as torturas que viriam com o patrocínio do Estado, as Operações Condor, multinacionais do crime político, as perseguições que tornariam rotina o medo, até que passou.,Na Justiça, uma triste disputa vencida pela Advocacia-Geral da União, que a essa altura tem o peso de nada, suspendeu a determinação da Vara Federal do Distrito Federal para que a União se abstivesse de promover uma mensagem oficial em alusão ao dia 31 de março de 1964. Uma comenda militar urgente para a liminar da desembargadora de plantão, Maria do Carmo Cardoso. Ela provavelmente também aprovaria o oficio de fevereiro de 1971, enviado a prefeitos em plena ditadura, detalhando ordem do general Garrastazu Médici para que celebrassem o 31 de Março, nem que fosse inaugurando obras – como revelou o Correio Braziliense. Que Maria do Carmo nunca viva em um país que executa a tortura ou desapareça com militantes políticos. Comemorem, ignorantes! Soltem fogos, covardes! A maioria, o povo, os tem sob a mira telescópica da verdade.,Ao recomendar a comemoração, ou “rememoração”, do golpe militar de 1º de abril e a revisão histórica do que um grupo de milicos muito doentes chama de “revolução democrática de 31 de Março” – incluindo, tristemente, a nata dos generais da ativa que cercam o Planalto, escravos de sua própria doutrinação -, um autêntico ensaio sobre a cegueira, Bolsonaro coloca o País, como o fez durante a campanha, em um confronto político. Mas não são mais os antipetistas versus os petistas. São os democratas contra os defensores da ditadura. Foi esse nível de exumação histórica que Bolsonaro percorreu, desautorizando as memórias póstumas de seu povo e soterrando os conceitos democráticos mais elementares.,Mais que atiçar brasileiros contra brasileiros, ele tenta recontar a história, criar uma narrativa surreal que não frequenta a lógica, milhares de depoimentos de sobreviventes, ou os livros de história, transformando ditaduras sanguinárias, como do Brasil, do Chile e do Paraguai, em passeios por cemitérios, relativizando o conceito de violência e tortura e enforcando a democracia em uma sala pequena com pé direito baixo. Como já disse Bolsonaro sobre a morte de Vladimir Herzog, barbaramente torturado até a morte, em poder de autoridades militares do DOI/Codi, em São Paulo, “suicídios acontecem”. Mal sabe Bolsonaro que quem se suicida diariamente é ele, figura tosca que um dia será reconhecida como merece, no rodapé onde confabulam os medíocres enquanto os verdadeiros heróis fazem história.,Volto meus olhos agora para outro domingo, dia 7, quando Lula completará um ano preso num espaço de 15 m² no quarto andar da Superintendência da PF em Curitiba – mas com antena parabólica para o coração de milhões e milhões de brasileiros. Mesmo preso e impedido de dar entrevista por decisões judiciais, Lula não abandonou a política, nem a política o abandona. Como narrou a Folha de S.Paulo, em reportagem hoje, informa-se sobre cada passo do governo Bolsonaro e avalia como real o risco de o presidente ter o tapete puxado pelos próprios militares do governo. O mundo dá muitas voltas mesmo. Bolsonaro está preso no subsolo de 31 de Março de 1964 e Lula nunca este mais livre, há 365 dias passeando todos os dias em nossa memória e em nossos desejos de um país novo, diferente, melhor, democrático.",A Revolução dos Milicos e a Ditadura do País Real. Por Ricardo Miranda,https://www.diariodocentrodomundo.com.br/a-revolucao-dos-milicos-e-a-ditadura-do-pais-real-por-ricardo-miranda/
114,Diario do Centro do Mundo,2019-03-27T12:04:51+00:00,Destaques,N/A,"Na semana dos 50 anos do golpe de Estado, o blog compartilha uma coleção de 19 primeiras páginas de jornais e capas de revistas publicadas nas horas quentes do princípio de abril de 1964.,Mais do que informação, constituíam propaganda, notadamente a favor da deposição do presidente constitucional João Goulart.,Até onde alcança o conhecimento do blogueiro, as imagens configuram a mais extensa amostra (ficarei feliz se não for) do comportamento do jornalismo brasileiro meio século atrás.,Trata-se de documento histórico, seja qual for a opinião sobre os acontecimentos.,Desde já o blog agradece novas capas que eventualmente sejam enviadas por meio do , e do ,. Caso venham, serão acrescentadas a esta exposição.,Dos 19 periódicos aqui reunidos, oriundos de cinco Estados, 17 são jornais diários, alguns dos quais já não circulam, e dois são revistas hoje extintas.,Apenas três se pronunciaram em defesa da Constituição: “Última Hora”, “A Noite” e “Diário Carioca”. Nos idos de 1964, os dois últimos não tinham muitos leitores.,Os outros 16, em diferentes tons, desfraldaram a bandeira golpista.,As fontes da garimpagem foram: Hemeroteca Digital da Biblioteca Nacional; Google News Newspaper Archive; sites e versões impressas de jornais; não menos importantes, blogs e sites, aos quais sou imensamente grato.,É muito provável que, quanto mais capas se somarem, maior seja a proporção das publicações que saudaram o movimento que pariu a ditadura de 21 anos.,Para não ser original e repetir uma expressão consagrada: em 1964, a imprensa disse sim ao golpe., (Rio), 1º de abril de 1964: ,.,Contrário ao golpe, jornal aposta no triunfo de Jango., (Rio), 1º de abril de 1964: ,.,Editorial clama pela deposição de João Goulart: “Fora!”.,, 1º de abril de 1964: ,.,O jornal defendeu a Constituição., (São Paulo), 2 de abril de 1964: ,.,O jornal dos Diários Associados trata a nova ordem como “legalidade”, (São José do Rio Preto, SP), 2 de abril de 1964: ,.,Depois do golpe com armas, o apelo por calma., (Rio), 2 de abril de 1964: ,.,“Ibrahim Sued informa: É o fim do comunismo no Brasil.”,, 2 de abril de 1964: ,.,Governador constitucional Miguel Arraes, vestido de branco no Fusca, é preso e cassado., (SP), 2 de abril de 1964: ,.,No dia seguinte: “Relação de deputados que poderão ser enquadrados: Comunistas ou ligações com o comunismo”.,, 2 de abril de 1964: ,.,No alto: “Povo festejou na Guanabara vitória das forças democráticas”.,, 2 de abril de 1964: ,.,No alto: “Povo festejou na Guanabara vitória das forças democráticas”.,2 de abril de 1964: ,.,“Papel picado comemorou a ‘renúncia’ de João Goulart.”, (Rio), 1º de abril de 1964: ,.,“‘Gorilas’ [pró-Jango] invadem o JB.”,, 10 de abril de 1964: ,.,Revista celebra um herói da “Revolução”, o governador de Minas, Magalhães Pinto, um dos artífices do golpe.,, 3 de abril de 1964: ,.,Jango chegou ao Rio Grande do Sul no dia 2. De lá, iria para o Uruguai. “O Dia”: “Jango asilado no Paraguai!”.,, 2 de abril de 1964: ,.,É a contracapa, porque a primeira página, era o padrão, só tinha notícias do exterior., (Rio), 2 de abril de 1964: ,.,Título do editorial: “Ressurge a democracia!”, (Fortaleza), sem data: ,.,Quartel-general do IV Exército, no Recife, comandava a Força no Nordeste.,, 2 de abril de 1964: ,.,“General Mourão Filho abre a revolta: ‘Jango tem planos ditatoriais’.”,, 2 de abril de 1964: ,.,Jogando a toalha: “Jango dispensa o sacrifício dos gaúchos”.",Imprensa disse sim ao golpe de 64: a análise do biógrafo de Marighella,https://www.diariodocentrodomundo.com.br/imprensa-disse-sim-ao-golpe-de-64-a-analise-do-biografo-de-marighella/
115,Diario do Centro do Mundo,2019-03-29T19:55:13+00:00,Destaques,N/A,"A ONU Direitos Humanos divulgou um comunicado nesta sexta-feira (29) no qual pede para que o presidente Jair Bolsonaro “reconsidere” os planos de comemoração do aniversário do golpe militar no Brasil, ocorrido em 31 de março de 1964. Em entrevista à RFI, o relator especial sobre a promoção da verdade, justiça, reparação e garantias de não-repetição, Fabián Salvioli, que assinou o comunicado, disse que os comentários do líder brasileiro a respeito da ditadura são “de uma gravidade inaceitável”.,Nesta semana, Bolsonaro solicitou que o Ministério da Defesa promovesse neste fim de semana “as comemorações devidas” dos 55 anos do golpe, que resultou em uma ditadura de 1964 a 1985. Depois, Bolsonaro recuou e falou em “rememorar” a data, mas até o momento não fez qualquer menção de condenação aos anos de chumbo em vigor no país, durante os quais os partidos políticos foram extintos e as eleições diretas, suspensas.,“Mais de 8.000 indígenas e pelo menos 434 suspeitos de serem dissidentes políticos foram mortos ou desapareceram forçadamente. Estima-se também que dezenas de milhares de pessoas foram arbitrariamente detidas e/ou torturadas”, afirma o texto divulgado nesta tarde. “No entanto, uma lei de anistia promulgada pela ditadura militar impediu a responsabilização pelos abusos”, lembra o comunicado.,Além da publicação do documento, a missão diplomática do Brasil nas Nações Unidas foi contatada pelo órgão, ligado ao Alto Comissariado dos Direitos Humanos, com sede em Genebra. À RFI, Fabián Salvioli se disse “muito surpreso” e “preocupado” com as declarações de Bolsonaro sobre o assunto, e ressaltou que, enquanto chefe de Estado, ele tem “obrigações”.,Leia abaixo a entrevista completa:, Fiquei sabendo das declarações e fiquei muito surpreso com elas, vindas de um presidente de um país democrático. Celebrar um golpe de Estado é um pouco incompreensível, em primeiro lugar, mas é mais grave se consideramos que este golpe de Estado instalou um regime que perpetrou graves e massivas violações dos direitos humanos, constatadas pelo próprio Estado brasileiro.,O relatório da Comissão da Verdade é muito claro em relação a isso, assim como as sentenças da Corte Interamericana dos Direitos Humanos. É muito preocupante que o presidente Bolsonaro possa celebrar ou abrir a porta para uma celebração de um golpe de Estado responsável por torturas, desaparecimentos forçados e execuções extrajudiciais.,Sim, o papel de chefe de Estado engendra obrigações. Cada um e cada uma podem ter as suas opiniões pessoais sobre o golpe de Estado e sua posição política. Isso é uma questão. Mas enquanto presidente da República, é de uma gravidade inaceitável, porque tratam-se de declarações oficiais do Estado que permitem o cometimento de fatos gravíssimos. Na realidade, seria obrigação dos estados fazer investigações, identificar responsáveis e reparar as vítimas integralmente. São obrigações que ainda não foram cumpridas pelo Estado.,Sim, sempre houve opiniões no sentido de gerar um recuo na história. Mas essas opiniões não têm nenhum apoio que possamos considerar sério. Há relatórios da Comissão Interamericana dos Direitos Humanos, há relatórios das Nações Unidas sobre a situação dos direitos humanos no Brasil e da situação na época [da ditadura], há também as sentenças da Corte Interamericana dos Direitos Humanos, além do relatório da Comissão da Verdade do Brasil. O que mais precisa? Isso não é um problema de direita ou de esquerda. É tortura, desaparecimentos e execuções extrajudiciais, e isso é inaceitável.,Sim, é um Estado que ratificou instrumentos de proteção dos direitos humanos e deve não apenas transmitir relatórios periódicos ao Conselho de Direitos Humanos da ONU como aos órgãos que promovem a verdade, a exemplo dos comitês de direitos humanos e contra a tortura. Imagino que esses comitês vão observar com preocupação a esse tipo de declaração e serão objeto de debates públicos durante a próxima apresentação do Brasil diante desses dois órgãos.,Já enviei uma carta de alegações à missão diplomática do Estado brasileiro e um comunicado foi publicado ainda nesta sexta-feira. O comunicado lembra as conclusões da Comissão Nacional da Verdade do Brasil. Por exemplo, que mais de 8.000 indígenas sofreram violações dos direitos humanos, quase 450 dissidentes políticos foram executados ou desapareceram. Fazer apologia a esse tipo de coisa é algo insustentável.,Sim, absolutamente. O Brasil sempre se comprometeu em compromissos internacionais nesse sentido. A diplomacia do Brasil sempre foi muito séria. Mas vemos um recuo, um recuo evidente e com consequências muito graves.,Espero que o presidente da República vá refletir e vá proibir todo o tipo de celebração de um golpe de Estado, enquanto presidente democrático. Mas também espero que ele condene os crimes cometidos pelo Estado, porque ele tem responsabilidades que não podem ser delegadas.",Relator da ONU pede para Bolsonaro “reconsiderar” celebração do golpe. Por Lúcia Müzell,https://www.diariodocentrodomundo.com.br/relator-da-onu-pede-para-bolsonaro-reconsiderar-celebracao-do-golpe-por-lucia-muzell/
116,Kiko Nogueira,2019-03-23T10:11:22+00:00,Destaques,N/A,"A prisão de Michel Temer — ,, e isso não é defesa do cidadão que você e eu sabemos quem é — contém várias lições.,Uma delas é de que a Lava Jato é um projeto de poder da República de Curitiba e funciona como uma pororoca na democracia, alargando e destruindo as margens do estado de direito.,Temer, constitucionalista, corrupto, demagogo, tentou surfar na imagem da operação quando assumiu a presidência da República.,Interino e efetivo, postou no Twitter as seguintes imbecilidades:,No pedido de prisão, o juiz Marcelo Bretas argumenta que Temer é “líder da organização criminosa”.,Em editorial, o Estadão lembra o seguinte:,A soma dos valores de propinas do suposto bando chefiado por MT ultrapassa R$ 1,8 bilhão, segundo o MPF, um número visivelmente chutado para impressionar.,Marun conta que o ex-chefe está escrevendo um livro na cadeia.,O capítulo sobre Sergio Moro promete.,
","O preço da demagogia: ""Não vejo abuso na Lava Jato, não vejo 'espetáculo'"", disse Temer. Por Kiko Nogueira",https://www.diariodocentrodomundo.com.br/o-preco-da-demagogia-nao-vejo-abuso-na-lava-jato-nao-vejo-espetaculo-disse-temer-por-kiko-nogueira/
117,Larissa Bernardes,2019-02-09T17:54:19+00:00,N/A,N/A,"Do,:,Enfrentando baixa audiência na TV Globo, a novela O Sétimo Guardião, que raramente ultrapassa 30 pontos de média, também vem deixando a desejar em relação a crítica especializada.,Recentemente, a jornalista Patrícia Kogut, do jornal O Globo, deu nota 0 para o folhetim. Segundo a profissional, a trama desperdiça o talento de Tony Ramos, já que seu personagem não avança e só aparece em cenas bobas ultimamente.,Na internet, diversos usuários concordaram com a nota e comentaram sobre a análise. Marina Ruy Barbosa, que protagoniza a novela, chegou a curtir a publicação, surpreendendo o público.,(…)",Famosa jornalista da Globo detona novela da emissora e recebe apoio de Marina Ruy Barbosa,https://www.diariodocentrodomundo.com.br/famosa-jornalista-da-globo-detona-novela-da-emissora-e-recebe-apoio-de-marina-ruy-barbosa/
118,Pedro Zambarda de Araujo,2019-03-27T18:15:46+00:00,Destaques,N/A,,"Bolsonaro diz que ditadura teve ""probleminhas"": ""Qual casamento é uma maravilha?""",https://www.diariodocentrodomundo.com.br/bolsonaro-diz-que-ditadura-teve-probleminhas-qual-casamento-e-uma-maravilha/
119,Larissa Bernardes,2019-03-29T11:57:54+00:00,Destaques,N/A,"A Dilma é ótima. ,— Aécio de Papelão (@aeciodepapelao) ","'Salvei companheiros da tortura e da morte', disse Dilma em discurso sobre a ditadura",https://www.diariodocentrodomundo.com.br/salvei-companheiros-da-tortura-e-da-morte-disse-dilma-em-discurso-sobre-a-ditadura/
